207+0i,1.26569+0i,2.48139+0i,-4.555325156-6.2813410182i
967+0i,3.52992+0i,6.18e-05+0i,12.4603352025808-0.000436298112i
968+0i,3.52924+0i,5.81e-05+0i,12.4555349742244-0.000410097688i
969+0i,3.52857+0i,5.46e-05+0i,12.4508062419188-0.000385319844i
970+0i,3.52789+0i,5.13e-05+0i,12.4460078494683-0.000361961514i
971+0i,3.52722+0i,4.83e-05+0i,12.4412809260671-0.000340729452i
972+0i,3.52654+0i,4.54e-05+0i,12.4364843695388-0.000320209832i
973+0i,3.52587+0i,4.27e-05+0i,12.4317592550767-0.000301109298i
974+0i,3.52519+0i,4.01e-05+0i,12.426964534492-0.000282720238i
975+0i,3.52452+0i,3.78e-05+0i,12.4222412289712-0.000266453712i
976+0i,3.52384+0i,3.55e-05+0i,12.4174483443397-0.00025019264i
977+0i,3.52317+0i,3.34e-05+0i,12.4127268477844-0.000235347756i
978+0i,3.52249+0i,3.15e-05+0i,12.4079357991077-0.00022191687i
979+0i,3.52182+0i,2.96e-05+0i,12.4032161115238-0.000208491744i
980+0i,3.52114+0i,2.79e-05+0i,12.3984268988216-0.000196479612i
981+0i,3.52046+0i,2.62e-05+0i,12.3936386109136-0.000184472104i
982+0i,3.51979+0i,2.47e-05+0i,12.3889216434899-0.000173877626i
983+0i,3.51911+0i,2.33e-05+0i,12.3841351915571-0.000163990526i
984+0i,3.51844+0i,2.19e-05+0i,12.3794200331204-0.000154107672i
985+0i,3.51776+0i,2.06e-05+0i,12.3746354171756-0.000144931712i
986+0i,3.51709+0i,1.94e-05+0i,12.3699220677236-0.000136463092i
987+0i,3.51641+0i,1.83e-05+0i,12.3651392877651-0.000128700606i
988+0i,3.51574+0i,1.73e-05+0i,12.3604277473007-0.000121644604i
989+0i,3.51506+0i,1.63e-05+0i,12.3556468033343-0.000114590956i
990+0i,3.51439+0i,1.53e-05+0i,12.3509370718659-0.000107540334i
991+0i,3.51371+0i,1.45e-05+0i,12.3461579638898-0.00010189759i
992+0i,3.51304+0i,1.36e-05+0i,12.341450041415-9.5554688e-05i
993+0i,3.51253+0i,1.28e-05+0i,12.3378670007362-8.9920768e-05i
994+0i,3.51202+0i,1.21e-05+0i,12.3342844802536-8.4990884e-05i
995+0i,3.51151+0i,1.14e-05+0i,12.33070247997-8.0062428e-05i
996+0i,3.511+0i,1.08e-05+0i,12.3271209998834-7.58376e-05i
997+0i,3.51049+0i,1.02e-05+0i,12.323540039996-7.1613996e-05i
998+0i,3.50998+0i,9.59e-06+0i,12.319959600308-6.73214164e-05i
999+0i,3.50947+0i,9.05e-06+0i,12.3163796808181-6.3521407e-05i
1000+0i,3.50897+0i,8.54e-06+0i,12.3128704608271-5.99332076e-05i
1001+0i,3.50846+0i,8.05e-06+0i,12.3092915715352-5.6486206e-05i
1002+0i,3.50795+0i,7.6e-06+0i,12.3057132024422-5.332084e-05i
1003+0i,3.50744+0i,7.18e-06+0i,12.3021353535484-5.03668384e-05i
1004+0i,3.50693+0i,6.77e-06+0i,12.2985580248542-4.74838322e-05i
1005+0i,3.50642+0i,6.4e-06+0i,12.294981216359-4.4882176e-05i
1006+0i,3.50591+0i,6.04e-06+0i,12.2914049280635-4.23513928e-05i
1007+0i,3.5054+0i,5.7e-06+0i,12.2878291599675-3.996156e-05i
1008+0i,3.50489+0i,5.39e-06+0i,12.2842539120709-3.77827142e-05i
1009+0i,3.50438+0i,5.09e-06+0i,12.2806791843741-3.56745884e-05i
1010+0i,3.50388+0i,4.81e-06+0i,12.2771750543769-3.37073256e-05i
1011+0i,3.50337+0i,4.54e-06+0i,12.2736013568794-3.18105996e-05i
1012+0i,3.50286+0i,4.29e-06+0i,12.2700281795816-3.00545388e-05i
1013+0i,3.50235+0i,4.06e-06+0i,12.2664555224835-2.8439082e-05i
1014+0i,3.50184+0i,3.83e-06+0i,12.2628833855853-2.68240944e-05i
1015+0i,3.50133+0i,3.62e-06+0i,12.2593117688869-2.53496292e-05i
1016+0i,3.50082+0i,3.42e-06+0i,12.2557406723883-2.39456088e-05i
1017+0i,3.50031+0i,3.24e-06+0i,12.2521700960895-2.26820088e-05i
1018+0i,3.4998+0i,3.06e-06+0i,12.2486000399906-2.1418776e-05i
1019+0i,3.4993+0i,2.89e-06+0i,12.2451004899916-2.0225954e-05i
1020+0i,3.49879+0i,2.74e-06+0i,12.2415314640925-1.91733692e-05i
1021+0i,3.49828+0i,2.59e-06+0i,12.2379629583933-1.81210904e-05i
1022+0i,3.49777+0i,2.45e-06+0i,12.234394972894-1.7139073e-05i
1023+0i,3.49726+0i,2.32e-06+0i,12.2308275075946-1.62272864e-05i
1024+0i,3.49675+0i,2.19e-06+0i,12.2272605624952-1.5315765e-05i
1025+0i,3.49624+0i,2.07e-06+0i,12.2236941375957-1.44744336e-05i
1026+0i,3.49573+0i,1.96e-06+0i,12.2201282328962-1.37032616e-05i
1027+0i,3.49522+0i,1.86e-06+0i,12.2165628483965-1.30022184e-05i
1028+0i,3.49471+0i,1.76e-06+0i,12.2129979840969-1.23013792e-05i
1029+0i,3.49421+0i,1.66e-06+0i,12.2095035240972-1.16007772e-05i
1030+0i,3.4937+0i,1.58e-06+0i,12.2059396899975-1.1040092e-05i
1031+0i,3.49319+0i,1.49e-06+0i,12.2023763760978-1.04097062e-05i
1032+0i,3.49268+0i,1.41e-06+0i,12.198813582398-9.8493576e-06i
1033+0i,3.49217+0i,1.34e-06+0i,12.1952513088982-9.3590156e-06i
1034+0i,3.49171+0i,1.27e-06+0i,12.1920387240984-8.8689434e-06i
1035+0i,3.49127+0i,1.2e-06+0i,12.1889662128986-8.379048e-06i
1036+0i,3.49083+0i,1.14e-06+0i,12.1858940888987-7.9590924e-06i
1037+0i,3.4904+0i,1.08e-06+0i,12.1828921599988-7.539264e-06i
1038+0i,3.48996+0i,1.02e-06+0i,12.179820801599-7.1195184e-06i
1039+0i,3.48952+0i,9.66e-07+0i,12.1767498303991-6.74175264e-06i
1040+0i,3.48908+0i,9.15e-07+0i,12.1736792463992-6.3850164e-06i
1041+0i,3.48864+0i,8.67e-07+0i,12.1706090495992-6.04930176e-06i
1042+0i,3.48821+0i,8.22e-07+0i,12.1676090040993-5.73461724e-06i
1043+0i,3.48777+0i,7.79e-07+0i,12.1645395728994-5.43394566e-06i
1044+0i,3.48733+0i,7.38e-07+0i,12.1614705288995-5.14729908e-06i
1045+0i,3.48689+0i,7e-07+0i,12.1584018720995-4.881646e-06i
1046+0i,3.48646+0i,6.63e-07+0i,12.1554033315996-4.62304596e-06i
1047+0i,3.48602+0i,6.29e-07+0i,12.1523354403996-4.38541316e-06i
1048+0i,3.48558+0i,5.96e-07+0i,12.1492679363996-4.15481136e-06i
1049+0i,3.48514+0i,5.65e-07+0i,12.1462008195997-3.9382082e-06i
1050+0i,3.48471+0i,5.36e-07+0i,12.1432037840997-3.73560912e-06i
1051+0i,3.48427+0i,5.08e-07+0i,12.1401374328997-3.54001832e-06i
1052+0i,3.48383+0i,4.82e-07+0i,12.1370714688998-3.35841212e-06i
1053+0i,3.48339+0i,4.57e-07+0i,12.1340058920998-3.18381846e-06i
1054+0i,3.48296+0i,4.34e-07+0i,12.1310103615998-3.02320928e-06i
1055+0i,3.48252+0i,4.11e-07+0i,12.1279455503998-2.86263144e-06i
1056+0i,3.48208+0i,3.9e-07+0i,12.1248811263998-2.7160224e-06i
1057+0i,3.48164+0i,3.7e-07+0i,12.1218170895999-2.5764136e-06i
1058+0i,3.4812+0i,3.51e-07+0i,12.1187534399999-2.4438024e-06i
1059+0i,3.48077+0i,3.33e-07+0i,12.1157597928999-2.31819282e-06i
1060+0i,3.48033+0i,3.16e-07+0i,12.1126969088999-2.19956856e-06i
1061+0i,3.47989+0i,3e-07+0i,12.1096344120999-2.087934e-06i
1062+0i,3.47945+0i,2.84e-07+0i,12.1065723024999-1.9763276e-06i
1063+0i,3.47902+0i,2.7e-07+0i,12.1035801603999-1.8786708e-06i
1064+0i,3.47858+0i,2.56e-07+0i,12.1005188163999-1.78103296e-06i
1065+0i,3.47814+0i,2.43e-07+0i,12.0974578595999-1.69037604e-06i
1066+0i,3.4777+0i,2.31e-07+0i,12.0943972899999-1.6066974e-06i
1067+0i,3.47727+0i,2.19e-07+0i,12.0914066529-1.52304426e-06i
1068+0i,3.47683+0i,2.08e-07+0i,12.0883468489-1.44636128e-06i
1069+0i,3.47639+0i,1.97e-07+0i,12.0852874321-1.36969766e-06i
1070+0i,3.47595+0i,1.87e-07+0i,12.0822284025-1.3000053e-06i
1071+0i,3.47552+0i,1.78e-07+0i,12.0792392704-1.23728512e-06i
1072+0i,3.47508+0i,1.68e-07+0i,12.0761810064-1.16762688e-06i
1073+0i,3.47464+0i,1.6e-07+0i,12.0731231296-1.1118848e-06i
1074+0i,3.4742+0i,1.52e-07+0i,12.07006564-1.0561568e-06i
1075+0i,3.47377+0i,1.44e-07+0i,12.0670780129-1.00044576e-06i
1076+0i,3.47333+0i,1.37e-07+0i,12.0640212889-9.5169242e-07i
1077+0i,3.47289+0i,1.3e-07+0i,12.0609649521-9.029514e-07i
1078+0i,3.47245+0i,1.23e-07+0i,12.0579090025-8.542227e-07i
1079+0i,3.47207+0i,1.17e-07+0i,12.0552700849-8.1246438e-07i
1080+0i,3.47171+0i,1.11e-07+0i,12.0527703241-7.7071962e-07i
1081+0i,3.47135+0i,1.05e-07+0i,12.0502708225-7.289835e-07i
1082+0i,3.47098+0i,9.98e-08+0i,12.0477021604-6.92807608e-07i
1083+0i,3.47062+0i,9.46e-08+0i,12.0452031844-6.56641304e-07i
1084+0i,3.47026+0i,8.98e-08+0i,12.0427044676-6.23258696e-07i
1085+0i,3.4699+0i,8.52e-08+0i,12.04020601-5.9127096e-07i
1086+0i,3.46954+0i,8.08e-08+0i,12.0377078116-5.60677664e-07i
1087+0i,3.46918+0i,7.66e-08+0i,12.0352098724-5.31478376e-07i
1088+0i,3.46881+0i,7.27e-08+0i,12.0326428161-5.04364974e-07i
1089+0i,3.46845+0i,6.89e-08+0i,12.0301454025-4.7795241e-07i
1090+0i,3.46809+0i,6.53e-08+0i,12.0276482481-4.52932554e-07i
1091+0i,3.46773+0i,6.2e-08+0i,12.0251513529-4.2999852e-07i
1092+0i,3.46737+0i,5.87e-08+0i,12.0226547169-4.07069238e-07i
1093+0i,3.467+0i,5.57e-08+0i,12.020089-3.862238e-07i
1094+0i,3.46664+0i,5.27e-08+0i,12.0175928896-3.65383856e-07i
1095+0i,3.46628+0i,5e-08+0i,12.0150970384-3.46628e-07i
1096+0i,3.46592+0i,4.73e-08+0i,12.0126014464-3.27876032e-07i
1097+0i,3.46556+0i,4.48e-08+0i,12.0101061136-3.10514176e-07i
1098+0i,3.46519+0i,4.25e-08+0i,12.0075417361-2.9454115e-07i
1099+0i,3.46483+0i,4.02e-08+0i,12.0050469289-2.78572332e-07i
1100+0i,3.46447+0i,3.81e-08+0i,12.0025523809-2.63992614e-07i
1101+0i,3.46411+0i,3.6e-08+0i,12.0000580921-2.4941592e-07i
1102+0i,3.46375+0i,3.41e-08+0i,11.9975640625-2.3622775e-07i
1103+0i,3.46338+0i,3.22e-08+0i,11.9950010244-2.23041672e-07i
1104+0i,3.46302+0i,3.05e-08+0i,11.9925075204-2.1124422e-07i
1105+0i,3.46266+0i,2.88e-08+0i,11.9900142756-1.99449216e-07i
1106+0i,3.4623+0i,2.72e-08+0i,11.98752129-1.8834912e-07i
1107+0i,3.46194+0i,2.57e-08+0i,11.9850285636-1.77943716e-07i
1108+0i,3.46158+0i,2.43e-08+0i,11.9825360964-1.68232788e-07i
1109+0i,3.46121+0i,2.29e-08+0i,11.9799746641-1.58523418e-07i
1110+0i,3.46085+0i,2.16e-08+0i,11.9774827225-1.4950872e-07i
1111+0i,3.46049+0i,2.04e-08+0i,11.9749910401-1.41187992e-07i
1112+0i,3.46013+0i,1.92e-08+0i,11.9724996169-1.32868992e-07i
1113+0i,3.45977+0i,1.81e-08+0i,11.9700084529-1.25243674e-07i
1114+0i,3.4594+0i,1.7e-08+0i,11.96744836-1.176196e-07i
1115+0i,3.45904+0i,1.6e-08+0i,11.9649577216-1.1068928e-07i
1116+0i,3.45868+0i,1.51e-08+0i,11.9624673424-1.04452136e-07i
1117+0i,3.45832+0i,1.41e-08+0i,11.9599772224-9.7524624e-08i
1118+0i,3.45796+0i,1.33e-08+0i,11.9574873616-9.1981736e-08i
1119+0i,3.45759+0i,1.25e-08+0i,11.9549286081-8.643975e-08i
1120+0i,3.45723+0i,1.17e-08+0i,11.9524392729-8.0899182e-08i
1121+0i,3.45687+0i,1.09e-08+0i,11.9499501969-7.5359766e-08i
1122+0i,3.45651+0i,1.02e-08+0i,11.9474613801-7.0512804e-08i
1123+0i,3.45615+0i,9.57e-09+0i,11.9449728225-6.6150711e-08i
1124+0i,3.45578+0i,8.94e-09+0i,11.9424154084-6.17893464e-08i
1125+0i,3.45542+0i,8.34e-09+0i,11.9399273764-5.76364056e-08i
1126+0i,3.45506+0i,7.77e-09+0i,11.9374396036-5.36916324e-08i
1127+0i,3.4547+0i,7.23e-09+0i,11.93495209-4.9954962e-08i
1128+0i,3.45438+0i,6.71e-09+0i,11.9327411844-4.63577796e-08i
1129+0i,3.45407+0i,6.23e-09+0i,11.9305995649-4.30377122e-08i
1130+0i,3.45377+0i,5.76e-09+0i,11.9285272129-3.97874304e-08i
1131+0i,3.45346+0i,5.33e-09+0i,11.9263859716-3.68138836e-08i
1132+0i,3.45316+0i,4.91e-09+0i,11.9243139856-3.39100312e-08i
1133+0i,3.45285+0i,4.52e-09+0i,11.9221731225-3.1213764e-08i
1134+0i,3.45255+0i,4.15e-09+0i,11.9201015025-2.8656165e-08i
1135+0i,3.45224+0i,3.81e-09+0i,11.9179610176-2.63060688e-08i
1136+0i,3.45194+0i,3.48e-09+0i,11.9158897636-2.40255024e-08i
1137+0i,3.45163+0i,3.16e-09+0i,11.9137496569-2.18143016e-08i
1138+0i,3.45133+0i,2.87e-09+0i,11.9116787689-1.98106342e-08i
1139+0i,3.45102+0i,2.59e-09+0i,11.9095390404-1.78762836e-08i
1140+0i,3.45072+0i,2.34e-09+0i,11.9074685184-1.61493696e-08i
1141+0i,3.45041+0i,2.09e-09+0i,11.9053291681-1.44227138e-08i
1142+0i,3.45011+0i,1.86e-09+0i,11.9032590121-1.28344092e-08i
1143+0i,3.4498+0i,1.65e-09+0i,11.90112004-1.138434e-08i
1144+0i,3.4495+0i,1.45e-09+0i,11.89905025-1.000355e-08i
1145+0i,3.44919+0i,1.26e-09+0i,11.8969116561-8.6919588e-09i
1146+0i,3.44889+0i,1.09e-09+0i,11.8948422321-7.5185802e-09i
1147+0i,3.44858+0i,9.29e-10+0i,11.8927040164-6.40746164e-09i
1148+0i,3.44828+0i,7.81e-10+0i,11.8906349584-5.38621336e-09i
1149+0i,3.44797+0i,6.46e-10+0i,11.8884971209-4.45477724e-09i
1150+0i,3.44767+0i,5.22e-10+0i,11.8864284289-3.59936748e-09i
1151+0i,3.44736+0i,4.1e-10+0i,11.8842909696-2.8268352e-09i
1152+0i,3.44706+0i,3.1e-10+0i,11.8822226436-2.1371772e-09i
1153+0i,3.44675+0i,2.21e-10+0i,11.8800855625-1.5234635e-09i
1154+0i,3.44645+0i,1.45e-10+0i,11.8780176025-9.994705e-10i
1155+0i,3.44614+0i,8.17e-11+0i,11.8758808996-5.63099276e-10i
1156+0i,3.44584+0i,3.22e-11+0i,11.8738133056-2.21912096e-10i
1157+0i,3.44554+0i,0+0i,11.8717458916+0i
